,coursecode,date,shift,roomno,day,rollno,coursename
14091,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI28,Artificial Intelligence
14092,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI29,Artificial Intelligence
14093,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI30,Artificial Intelligence
14094,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI31,Artificial Intelligence
14095,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI32,Artificial Intelligence
14096,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI33,Artificial Intelligence
14097,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI34,Artificial Intelligence
14098,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI36,Artificial Intelligence
14099,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI37,Artificial Intelligence
14100,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI38,Artificial Intelligence
14101,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI39,Artificial Intelligence
14102,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI40,Artificial Intelligence
14103,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI41,Artificial Intelligence
14104,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI42,Artificial Intelligence
14105,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI43,Artificial Intelligence
14106,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI44,Artificial Intelligence
14107,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI45,Artificial Intelligence
14108,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI46,Artificial Intelligence
14109,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI47,Artificial Intelligence
14110,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI48,Artificial Intelligence
14111,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI49,Artificial Intelligence
14112,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI50,Artificial Intelligence
14113,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI51,Artificial Intelligence
14114,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI52,Artificial Intelligence
14115,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI53,Artificial Intelligence
14116,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI54,Artificial Intelligence
14117,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI55,Artificial Intelligence
14118,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401AI56,Artificial Intelligence
14119,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS01,Artificial Intelligence
14120,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS02,Artificial Intelligence
14121,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS04,Artificial Intelligence
14122,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS05,Artificial Intelligence
14123,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS06,Artificial Intelligence
14124,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS07,Artificial Intelligence
14125,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS08,Artificial Intelligence
14126,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS09,Artificial Intelligence
14127,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS10,Artificial Intelligence
14128,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS11,Artificial Intelligence
14129,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS12,Artificial Intelligence
14130,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS13,Artificial Intelligence
14131,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS14,Artificial Intelligence
14132,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS15,Artificial Intelligence
14133,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS16,Artificial Intelligence
14134,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS17,Artificial Intelligence
14135,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS18,Artificial Intelligence
14136,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS19,Artificial Intelligence
14137,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS20,Artificial Intelligence
14138,CS2203,6-5-2026,EVENING,LT003,Wednesday,2401CS21,Artificial Intelligence
14139,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME01,Mechanical Measurements and Instrumentation
14140,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME04,Mechanical Measurements and Instrumentation
14141,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME05,Mechanical Measurements and Instrumentation
14142,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME06,Mechanical Measurements and Instrumentation
14143,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME07,Mechanical Measurements and Instrumentation
14144,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME08,Mechanical Measurements and Instrumentation
14145,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME09,Mechanical Measurements and Instrumentation
14146,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME11,Mechanical Measurements and Instrumentation
14147,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME12,Mechanical Measurements and Instrumentation
14148,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME13,Mechanical Measurements and Instrumentation
14149,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME14,Mechanical Measurements and Instrumentation
14150,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME15,Mechanical Measurements and Instrumentation
14151,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME16,Mechanical Measurements and Instrumentation
14152,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME17,Mechanical Measurements and Instrumentation
14153,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME20,Mechanical Measurements and Instrumentation
14154,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME21,Mechanical Measurements and Instrumentation
14155,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME22,Mechanical Measurements and Instrumentation
14156,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME23,Mechanical Measurements and Instrumentation
14157,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME24,Mechanical Measurements and Instrumentation
14158,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME25,Mechanical Measurements and Instrumentation
14159,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME26,Mechanical Measurements and Instrumentation
14160,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME27,Mechanical Measurements and Instrumentation
14161,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME28,Mechanical Measurements and Instrumentation
14162,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME29,Mechanical Measurements and Instrumentation
14163,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME30,Mechanical Measurements and Instrumentation
14164,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME31,Mechanical Measurements and Instrumentation
14165,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME32,Mechanical Measurements and Instrumentation
14166,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME33,Mechanical Measurements and Instrumentation
14167,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME34,Mechanical Measurements and Instrumentation
14168,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME35,Mechanical Measurements and Instrumentation
14169,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME36,Mechanical Measurements and Instrumentation
14170,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME37,Mechanical Measurements and Instrumentation
14171,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME38,Mechanical Measurements and Instrumentation
14172,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME39,Mechanical Measurements and Instrumentation
14173,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME41,Mechanical Measurements and Instrumentation
14174,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME42,Mechanical Measurements and Instrumentation
14175,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME43,Mechanical Measurements and Instrumentation
14176,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME44,Mechanical Measurements and Instrumentation
14177,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME45,Mechanical Measurements and Instrumentation
14178,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME46,Mechanical Measurements and Instrumentation
14179,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME48,Mechanical Measurements and Instrumentation
14180,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME49,Mechanical Measurements and Instrumentation
14181,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME50,Mechanical Measurements and Instrumentation
14182,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME51,Mechanical Measurements and Instrumentation
14183,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME52,Mechanical Measurements and Instrumentation
14184,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME53,Mechanical Measurements and Instrumentation
14185,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME55,Mechanical Measurements and Instrumentation
14186,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME56,Mechanical Measurements and Instrumentation
14187,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME57,Mechanical Measurements and Instrumentation
14188,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME58,Mechanical Measurements and Instrumentation
14189,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME59,Mechanical Measurements and Instrumentation
14190,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME60,Mechanical Measurements and Instrumentation
14191,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME61,Mechanical Measurements and Instrumentation
14192,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME62,Mechanical Measurements and Instrumentation
14193,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME63,Mechanical Measurements and Instrumentation
14194,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME64,Mechanical Measurements and Instrumentation
14195,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME65,Mechanical Measurements and Instrumentation
14196,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME66,Mechanical Measurements and Instrumentation
14197,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME67,Mechanical Measurements and Instrumentation
14198,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME68,Mechanical Measurements and Instrumentation
14199,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME69,Mechanical Measurements and Instrumentation
14200,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME70,Mechanical Measurements and Instrumentation
14201,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME71,Mechanical Measurements and Instrumentation
14202,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME72,Mechanical Measurements and Instrumentation
14203,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME73,Mechanical Measurements and Instrumentation
14204,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME74,Mechanical Measurements and Instrumentation
14205,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME75,Mechanical Measurements and Instrumentation
14206,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME76,Mechanical Measurements and Instrumentation
14207,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME77,Mechanical Measurements and Instrumentation
14208,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME78,Mechanical Measurements and Instrumentation
14209,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME79,Mechanical Measurements and Instrumentation
14210,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME81,Mechanical Measurements and Instrumentation
14211,ME2204,6-5-2026,EVENING,LT003,Wednesday,2401ME82,Mechanical Measurements and Instrumentation
14212,ME2204,6-5-2026,EVENING,LT003,Wednesday,2402MT01,Mechanical Measurements and Instrumentation
14213,ME2204,6-5-2026,EVENING,LT003,Wednesday,2402MT02,Mechanical Measurements and Instrumentation
14214,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE55,Numerical Methods in Civil Engineering
14215,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE56,Numerical Methods in Civil Engineering
14216,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE57,Numerical Methods in Civil Engineering
14217,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE58,Numerical Methods in Civil Engineering
14218,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE60,Numerical Methods in Civil Engineering
14219,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE61,Numerical Methods in Civil Engineering
14220,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE62,Numerical Methods in Civil Engineering
14221,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE63,Numerical Methods in Civil Engineering
14222,CE2205,6-5-2026,EVENING,LT101,Wednesday,2401CE64,Numerical Methods in Civil Engineering
14223,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402GT01,Numerical Methods in Civil Engineering
14224,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402GT02,Numerical Methods in Civil Engineering
14225,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402GT03,Numerical Methods in Civil Engineering
14226,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402GT04,Numerical Methods in Civil Engineering
14227,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402GT06,Numerical Methods in Civil Engineering
14228,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402GT07,Numerical Methods in Civil Engineering
14229,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402gt08,Numerical Methods in Civil Engineering
14230,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402ST01,Numerical Methods in Civil Engineering
14231,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402ST03,Numerical Methods in Civil Engineering
14232,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402ST04,Numerical Methods in Civil Engineering
14233,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402ST05,Numerical Methods in Civil Engineering
14234,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402ST06,Numerical Methods in Civil Engineering
14235,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402ST07,Numerical Methods in Civil Engineering
14236,CE2205,6-5-2026,EVENING,LT101,Wednesday,2402ST08,Numerical Methods in Civil Engineering
14237,CE2205,6-5-2026,EVENING,LT101,Wednesday,2403CE01,Numerical Methods in Civil Engineering
14238,CE2205,6-5-2026,EVENING,LT101,Wednesday,2403CE02,Numerical Methods in Civil Engineering
14239,CE2205,6-5-2026,EVENING,LT101,Wednesday,2403CE03,Numerical Methods in Civil Engineering
14240,CE2205,6-5-2026,EVENING,LT101,Wednesday,2403CE04,Numerical Methods in Civil Engineering
14241,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS01,Artificial Intelligence
14242,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS02,Artificial Intelligence
14243,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS03,Artificial Intelligence
14244,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS05,Artificial Intelligence
14245,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS06,Artificial Intelligence
14246,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS07,Artificial Intelligence
14247,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS08,Artificial Intelligence
14248,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS09,Artificial Intelligence
14249,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS10,Artificial Intelligence
14250,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS11,Artificial Intelligence
14251,CS2203,6-5-2026,EVENING,LT101,Wednesday,2402CS12,Artificial Intelligence
14252,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403AI01,Artificial Intelligence
14253,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403AI02,Artificial Intelligence
14254,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403AI03,Artificial Intelligence
14255,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403AI04,Artificial Intelligence
14256,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403AI05,Artificial Intelligence
14257,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403CS01,Artificial Intelligence
14258,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403CS02,Artificial Intelligence
14259,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403CS03,Artificial Intelligence
14260,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403CS04,Artificial Intelligence
14261,CS2203,6-5-2026,EVENING,LT101,Wednesday,2403CS05,Artificial Intelligence
14262,PH5218,6-5-2026,EVENING,LT101,Wednesday,2412PH09,
14263,PH5218,6-5-2026,EVENING,LT101,Wednesday,2412PH10,
14264,PH5218,6-5-2026,EVENING,LT101,Wednesday,2412PH12,
14265,PH5218,6-5-2026,EVENING,LT101,Wednesday,2412PH20,
14266,PH5218,6-5-2026,EVENING,LT101,Wednesday,2412PH21,
14267,PH6218,6-5-2026,EVENING,LT101,Wednesday,2521PH07,
14268,ME2204,6-5-2026,EVENING,LT101,Wednesday,2402MT04,Mechanical Measurements and Instrumentation
14269,ME2204,6-5-2026,EVENING,LT101,Wednesday,2402MT05,Mechanical Measurements and Instrumentation
14270,ME2204,6-5-2026,EVENING,LT101,Wednesday,2402MT06,Mechanical Measurements and Instrumentation
14271,ME2204,6-5-2026,EVENING,LT101,Wednesday,2402MT08,Mechanical Measurements and Instrumentation
14272,ME2204,6-5-2026,EVENING,LT101,Wednesday,2402MT09,Mechanical Measurements and Instrumentation
14273,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME01,Mechanical Measurements and Instrumentation
14274,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME02,Mechanical Measurements and Instrumentation
14275,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME03,Mechanical Measurements and Instrumentation
14276,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME04,Mechanical Measurements and Instrumentation
14277,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME05,Mechanical Measurements and Instrumentation
14278,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME06,Mechanical Measurements and Instrumentation
14279,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME07,Mechanical Measurements and Instrumentation
14280,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME08,Mechanical Measurements and Instrumentation
14281,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME09,Mechanical Measurements and Instrumentation
14282,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME10,Mechanical Measurements and Instrumentation
14283,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME11,Mechanical Measurements and Instrumentation
14284,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME12,Mechanical Measurements and Instrumentation
14285,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME13,Mechanical Measurements and Instrumentation
14286,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME14,Mechanical Measurements and Instrumentation
14287,ME2204,6-5-2026,EVENING,LT101,Wednesday,2403ME15,Mechanical Measurements and Instrumentation
14288,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT34,Industrial Chemistry
14289,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT01,Industrial Chemistry
14290,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT03,Industrial Chemistry
14291,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT04,Industrial Chemistry
14292,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT05,Industrial Chemistry
14293,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT06,Industrial Chemistry
14294,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT07,Industrial Chemistry
14295,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT09,Industrial Chemistry
14296,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT10,Industrial Chemistry
14297,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT11,Industrial Chemistry
14298,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT12,Industrial Chemistry
14299,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT13,Industrial Chemistry
14300,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT14,Industrial Chemistry
14301,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT15,Industrial Chemistry
14302,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT16,Industrial Chemistry
14303,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT17,Industrial Chemistry
14304,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT18,Industrial Chemistry
14305,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT19,Industrial Chemistry
14306,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT20,Industrial Chemistry
14307,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT21,Industrial Chemistry
14308,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT22,Industrial Chemistry
14309,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT23,Industrial Chemistry
14310,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT25,Industrial Chemistry
14311,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT26,Industrial Chemistry
14312,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT28,Industrial Chemistry
14313,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT29,Industrial Chemistry
14314,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT30,Industrial Chemistry
14315,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT31,Industrial Chemistry
14316,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT32,Industrial Chemistry
14317,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT35,Industrial Chemistry
14318,CH2204,6-5-2026,EVENING,LT102,Wednesday,2401CT36,Industrial Chemistry
14319,CH2204,6-5-2026,EVENING,LT102,Wednesday,2403CT01,Industrial Chemistry
14320,CH2204,6-5-2026,EVENING,LT102,Wednesday,2403CT02,Industrial Chemistry
14321,CH2204,6-5-2026,EVENING,LT102,Wednesday,2403CT03,Industrial Chemistry
14322,CH2204,6-5-2026,EVENING,LT102,Wednesday,2403CT04,Industrial Chemistry
14323,CH2204,6-5-2026,EVENING,LT102,Wednesday,2403CT05,Industrial Chemistry
14324,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH01,Introduction to Nuclear and Particle Physics
14325,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH02,Introduction to Nuclear and Particle Physics
14326,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH03,Introduction to Nuclear and Particle Physics
14327,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH04,Introduction to Nuclear and Particle Physics
14328,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH05,Introduction to Nuclear and Particle Physics
14329,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH06,Introduction to Nuclear and Particle Physics
14330,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH07,Introduction to Nuclear and Particle Physics
14331,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH08,Introduction to Nuclear and Particle Physics
14332,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH10,Introduction to Nuclear and Particle Physics
14333,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH11,Introduction to Nuclear and Particle Physics
14334,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH12,Introduction to Nuclear and Particle Physics
14335,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH13,Introduction to Nuclear and Particle Physics
14336,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH15,Introduction to Nuclear and Particle Physics
14337,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH16,Introduction to Nuclear and Particle Physics
14338,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH17,Introduction to Nuclear and Particle Physics
14339,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH18,Introduction to Nuclear and Particle Physics
14340,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH19,Introduction to Nuclear and Particle Physics
14341,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH20,Introduction to Nuclear and Particle Physics
14342,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH21,Introduction to Nuclear and Particle Physics
14343,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH23,Introduction to Nuclear and Particle Physics
14344,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH24,Introduction to Nuclear and Particle Physics
14345,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH25,Introduction to Nuclear and Particle Physics
14346,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH26,Introduction to Nuclear and Particle Physics
14347,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH27,Introduction to Nuclear and Particle Physics
14348,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH28,Introduction to Nuclear and Particle Physics
14349,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH30,Introduction to Nuclear and Particle Physics
14350,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH31,Introduction to Nuclear and Particle Physics
14351,EP2201,6-5-2026,EVENING,LT102,Wednesday,2401PH32,Introduction to Nuclear and Particle Physics
14352,EP2201,6-5-2026,EVENING,LT102,Wednesday,2403PH01,Introduction to Nuclear and Particle Physics
14353,EP2201,6-5-2026,EVENING,LT102,Wednesday,2403PH02,Introduction to Nuclear and Particle Physics
14354,EP2201,6-5-2026,EVENING,LT102,Wednesday,2403PH03,Introduction to Nuclear and Particle Physics
14355,EP2201,6-5-2026,EVENING,LT102,Wednesday,2403PH04,Introduction to Nuclear and Particle Physics
14356,EP2201,6-5-2026,EVENING,LT102,Wednesday,2403PH05,Introduction to Nuclear and Particle Physics
14357,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2412PH01,
14358,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2412PH04,
14359,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2412PH06,
14360,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2412PH07,
14361,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2412PH13,
14362,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2412PH14,
14363,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2412PH17,
14364,PH5220/PH6220,6-5-2026,EVENING,LT102,Wednesday,2521PH12,
14365,    CS6211,6-5-2026,EVENING,LT102,Wednesday,2511CS15,
14366,    CS6211,6-5-2026,EVENING,LT102,Wednesday,2511CS25,
14367,    CS6211,6-5-2026,EVENING,LT102,Wednesday,2422CS03,
14368,    CS6211,6-5-2026,EVENING,LT102,Wednesday,2522CS12,
14369,    CS6211,6-5-2026,EVENING,LT102,Wednesday,2522CS15,
14370,CS2203,6-5-2026,EVENING,LT103,Wednesday,2401CS22,Artificial Intelligence
14371,CS2203,6-5-2026,EVENING,LT103,Wednesday,2401CS23,Artificial Intelligence
14372,CS2203,6-5-2026,EVENING,LT103,Wednesday,2401CS24,Artificial Intelligence
