,coursecode,date,shift,roomno,day,rollno,coursename
0,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT02,Medicinal Chemistry
1,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT04,Medicinal Chemistry
2,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT06,Medicinal Chemistry
3,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT07,Medicinal Chemistry
4,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT08,Medicinal Chemistry
5,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT09,Medicinal Chemistry
6,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT10,Medicinal Chemistry
7,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT11,Medicinal Chemistry
8,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT12,Medicinal Chemistry
9,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT13,Medicinal Chemistry
10,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT14,Medicinal Chemistry
11,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT15,Medicinal Chemistry
12,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT16,Medicinal Chemistry
13,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT17,Medicinal Chemistry
14,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT18,Medicinal Chemistry
15,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT19,Medicinal Chemistry
16,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT20,Medicinal Chemistry
17,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT21,Medicinal Chemistry
18,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT22,Medicinal Chemistry
19,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT23,Medicinal Chemistry
20,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT24,Medicinal Chemistry
21,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT25,Medicinal Chemistry
22,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT26,Medicinal Chemistry
23,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT27,Medicinal Chemistry
24,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT28,Medicinal Chemistry
25,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT31,Medicinal Chemistry
26,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT32,Medicinal Chemistry
27,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT33,Medicinal Chemistry
28,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT34,Medicinal Chemistry
29,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT35,Medicinal Chemistry
30,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT36,Medicinal Chemistry
31,CH3201,28-4-2026,MORNING,104,Tuesday,2301CT37,Medicinal Chemistry
32,MA3201,28-4-2026,MORNING,104,Tuesday,2301MC58,Number Theory and Cryptography
33,MA3201,28-4-2026,MORNING,104,Tuesday,2301MC59,Number Theory and Cryptography
34,MA3201,28-4-2026,MORNING,104,Tuesday,2301MC60,Number Theory and Cryptography
35,MA3201,28-4-2026,MORNING,104,Tuesday,2301MC61,Number Theory and Cryptography
36,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC01,Number Theory and Cryptography
37,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC02,Number Theory and Cryptography
38,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC03,Number Theory and Cryptography
39,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC04,Number Theory and Cryptography
40,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC05,Number Theory and Cryptography
41,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC07,Number Theory and Cryptography
42,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC09,Number Theory and Cryptography
43,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC10,Number Theory and Cryptography
44,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC11,Number Theory and Cryptography
45,MA3201,28-4-2026,MORNING,104,Tuesday,2302MC12,Number Theory and Cryptography
46,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH01,
47,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH02,
48,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH03,
49,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH04,
50,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH05,
51,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH06,
52,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH07,
53,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH08,
54,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH09,
55,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH10,
56,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH11,
57,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH12,
58,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH13,
59,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH14,
60,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH15,
61,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH16,
62,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH17,
63,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH18,
64,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH19,
65,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH20,
66,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH21,
67,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH22,
68,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH24,
69,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH25,
70,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH26,
71,CH4201,28-4-2026,MORNING,104,Tuesday,2512CH27,
72,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA01,
73,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA02,
74,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA03,
75,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA04,
76,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA05,
77,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA06,
78,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA07,
79,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA08,
80,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA09,
81,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA10,
82,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA11,
83,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA12,
84,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA13,
85,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA14,
86,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA15,
87,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA16,
88,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA17,
89,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA18,
90,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA19,
91,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA20,
92,MA4201,28-4-2026,MORNING,107,Tuesday,2512MA21,
93,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC49,Number Theory and Cryptography
94,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC50,Number Theory and Cryptography
95,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC51,Number Theory and Cryptography
96,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC52,Number Theory and Cryptography
97,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC53,Number Theory and Cryptography
98,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC54,Number Theory and Cryptography
99,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC55,Number Theory and Cryptography
100,MA3201,28-4-2026,MORNING,107,Tuesday,2301MC57,Number Theory and Cryptography
101,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH01,
102,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH02,
103,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH03,
104,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH04,
105,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH06,
106,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH07,
107,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH08,
108,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH09,
109,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH10,
110,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH11,
111,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH12,
112,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH13,
113,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH14,
114,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH15,
115,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH16,
116,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH17,
117,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH18,
118,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH19,
119,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH20,
120,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH22,
121,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH23,
122,PH4201,28-4-2026,MORNING,107,Tuesday,2512PH26,
123,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH01,
124,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH02,
125,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH03,
126,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH04,
127,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH05,
128,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH06,
129,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH07,
130,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH08,
131,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH10,
132,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH11,
133,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH12,
134,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH13,
135,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH14,
136,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH16,
137,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH17,
138,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH18,
139,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH19,
140,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH21,
141,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH22,
142,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH23,
143,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH24,
144,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH25,
145,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH27,
146,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH28,
147,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH29,
148,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH30,
149,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH31,
150,PH3201,28-4-2026,MORNING,107,Tuesday,2301PH32,
151,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB01,Process Plant Design and Economics
152,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB02,Process Plant Design and Economics
153,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB03,Process Plant Design and Economics
154,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB04,Process Plant Design and Economics
155,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB05,Process Plant Design and Economics
156,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB06,Process Plant Design and Economics
157,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB07,Process Plant Design and Economics
158,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB08,Process Plant Design and Economics
159,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB09,Process Plant Design and Economics
160,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB10,Process Plant Design and Economics
161,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB11,Process Plant Design and Economics
162,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB13,Process Plant Design and Economics
163,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB14,Process Plant Design and Economics
164,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB15,Process Plant Design and Economics
165,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB16,Process Plant Design and Economics
166,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB17,Process Plant Design and Economics
167,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB19,Process Plant Design and Economics
168,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB21,Process Plant Design and Economics
169,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB22,Process Plant Design and Economics
170,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB23,Process Plant Design and Economics
171,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB24,Process Plant Design and Economics
172,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB26,Process Plant Design and Economics
173,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB27,Process Plant Design and Economics
174,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB28,Process Plant Design and Economics
175,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB30,Process Plant Design and Economics
176,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB31,Process Plant Design and Economics
177,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB32,Process Plant Design and Economics
178,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB33,Process Plant Design and Economics
179,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB34,Process Plant Design and Economics
180,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB35,Process Plant Design and Economics
181,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB36,Process Plant Design and Economics
182,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB37,Process Plant Design and Economics
183,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB38,Process Plant Design and Economics
184,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB40,Process Plant Design and Economics
185,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB41,Process Plant Design and Economics
186,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB42,Process Plant Design and Economics
187,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB43,Process Plant Design and Economics
188,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB44,Process Plant Design and Economics
189,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB45,Process Plant Design and Economics
190,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB46,Process Plant Design and Economics
191,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB47,Process Plant Design and Economics
192,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB48,Process Plant Design and Economics
193,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB49,Process Plant Design and Economics
194,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB50,Process Plant Design and Economics
195,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB51,Process Plant Design and Economics
196,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB52,Process Plant Design and Economics
197,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB53,Process Plant Design and Economics
198,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB54,Process Plant Design and Economics
199,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB55,Process Plant Design and Economics
200,CB3201,28-4-2026,MORNING,502,Tuesday,2301CB56,Process Plant Design and Economics
201,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME01,System Dynamics and Control
202,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME04,System Dynamics and Control
203,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME05,System Dynamics and Control
204,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME07,System Dynamics and Control
205,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME09,System Dynamics and Control
206,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME10,System Dynamics and Control
207,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME11,System Dynamics and Control
208,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME12,System Dynamics and Control
209,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME13,System Dynamics and Control
210,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME14,System Dynamics and Control
211,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME15,System Dynamics and Control
212,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME16,System Dynamics and Control
213,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME17,System Dynamics and Control
214,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME18,System Dynamics and Control
215,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME19,System Dynamics and Control
216,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME20,System Dynamics and Control
217,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME21,System Dynamics and Control
218,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME22,System Dynamics and Control
219,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME23,System Dynamics and Control
220,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME24,System Dynamics and Control
221,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME25,System Dynamics and Control
222,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME26,System Dynamics and Control
223,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME27,System Dynamics and Control
224,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME28,System Dynamics and Control
225,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME29,System Dynamics and Control
226,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME30,System Dynamics and Control
227,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME32,System Dynamics and Control
228,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME33,System Dynamics and Control
229,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME34,System Dynamics and Control
230,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME35,System Dynamics and Control
231,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME36,System Dynamics and Control
232,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME37,System Dynamics and Control
233,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME38,System Dynamics and Control
234,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME39,System Dynamics and Control
235,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME41,System Dynamics and Control
236,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME42,System Dynamics and Control
237,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME44,System Dynamics and Control
238,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME45,System Dynamics and Control
239,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME46,System Dynamics and Control
240,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME47,System Dynamics and Control
241,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME48,System Dynamics and Control
242,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME49,System Dynamics and Control
243,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME51,System Dynamics and Control
244,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME52,System Dynamics and Control
245,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME53,System Dynamics and Control
246,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME54,System Dynamics and Control
247,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME55,System Dynamics and Control
248,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME56,System Dynamics and Control
249,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME57,System Dynamics and Control
250,ME3202,28-4-2026,MORNING,502,Tuesday,2301ME58,System Dynamics and Control
251,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI01,Electrical Sciences
252,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI02,Electrical Sciences
253,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI03,Electrical Sciences
254,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI04,Electrical Sciences
255,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI05,Electrical Sciences
256,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI06,Electrical Sciences
257,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI07,Electrical Sciences
258,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI08,Electrical Sciences
259,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI09,Electrical Sciences
260,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI10,Electrical Sciences
261,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI11,Electrical Sciences
262,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI12,Electrical Sciences
263,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI13,Electrical Sciences
264,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI14,Electrical Sciences
265,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI15,Electrical Sciences
266,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI16,Electrical Sciences
267,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI17,Electrical Sciences
268,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI18,Electrical Sciences
269,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI19,Electrical Sciences
270,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI20,Electrical Sciences
271,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI21,Electrical Sciences
272,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI22,Electrical Sciences
273,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI23,Electrical Sciences
274,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI24,Electrical Sciences
275,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI25,Electrical Sciences
276,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI26,Electrical Sciences
277,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI27,Electrical Sciences
278,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI28,Electrical Sciences
279,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI29,Electrical Sciences
280,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI30,Electrical Sciences
281,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI31,Electrical Sciences
282,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI32,Electrical Sciences
283,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI33,Electrical Sciences
284,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI34,Electrical Sciences
285,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI35,Electrical Sciences
286,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI36,Electrical Sciences
287,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI37,Electrical Sciences
288,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI38,Electrical Sciences
289,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI39,Electrical Sciences
290,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI40,Electrical Sciences
291,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI41,Electrical Sciences
292,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI42,Electrical Sciences
293,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI43,Electrical Sciences
294,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI44,Electrical Sciences
295,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI45,Electrical Sciences
296,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI46,Electrical Sciences
297,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI47,Electrical Sciences
298,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI48,Electrical Sciences
299,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501AI49,Electrical Sciences
300,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501CB01,Electrical Sciences
301,EE1201,28-4-2026,MORNING,CC-1,Tuesday,2501CB02,Electrical Sciences
302,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB01,
303,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB02,
304,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB03,
305,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB04,
306,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB05,
307,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB06,
308,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB07,
309,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB08,
310,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB11,
311,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB14,
312,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB15,
313,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB16,
314,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB18,
315,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB19,
316,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB20,
317,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB21,
318,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB22,
319,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB23,
320,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB24,
321,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB26,
322,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB27,
323,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB28,
324,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB29,
325,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB30,
326,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB31,
327,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB33,
328,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB34,
329,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB35,
330,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB36,
331,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB37,
332,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB38,
333,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB40,
334,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB41,
335,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB42,
336,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB43,
337,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB44,
338,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB46,
339,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB47,
340,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB49,
341,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB50,
342,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB52,
343,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB53,
344,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB54,
345,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB55,
